,rr_max,rr_min,hr_max,hr_min,PVC,PAC,AF,Normal
116,1.036,0.892,67.26457399103138,57.915057915057915,0,0,0,57
117,1.048,0.88,68.18181818181819,57.25190839694656,0,0,0,58
118,1.036,0.832,72.11538461538461,57.915057915057915,0,0,0,59
119,1.048,0.808,74.25742574257426,57.25190839694656,0,3,0,56
120,1.024,0.86,69.76744186046511,58.59375,0,0,0,59
121,1.016,0.748,80.21390374331551,59.05511811023622,0,2,0,60
122,1.004,0.768,78.125,59.7609561752988,0,7,0,56
123,1.052,0.812,73.89162561576354,57.03422053231939,0,0,0,59
124,1.068,0.872,68.80733944954129,56.17977528089887,0,0,0,57
125,1.064,0.836,71.77033492822967,56.39097744360902,0,0,0,57
126,1.056,0.892,67.26457399103138,56.81818181818181,0,0,0,58
127,1.004,0.92,65.21739130434783,59.7609561752988,0,0,0,57
128,0.976,0.804,74.62686567164178,61.47540983606557,0,1,0,60
129,1.036,0.904,66.3716814159292,57.915057915057915,0,0,0,57
130,1.004,0.836,71.77033492822967,59.7609561752988,0,0,0,60
131,1.06,0.852,70.4225352112676,56.60377358490566,0,0,0,56
132,1.04,0.868,69.12442396313364,57.69230769230769,0,0,0,56
133,1.012,0.856,70.09345794392523,59.28853754940712,0,0,0,58
134,0.98,0.772,77.720207253886,61.224489795918366,0,9,0,55
135,1.024,0.736,81.52173913043478,58.59375,0,6,0,57
136,0.976,0.856,70.09345794392523,61.47540983606557,0,0,0,60
137,0.98,0.796,75.37688442211055,61.224489795918366,0,4,0,58
138,0.98,0.84,71.42857142857143,61.224489795918366,0,0,0,62
139,0.996,0.864,69.44444444444444,60.24096385542169,0,0,0,59
140,1.016,0.864,69.44444444444444,59.05511811023622,0,0,0,59
141,1.032,0.816,73.52941176470588,58.13953488372093,0,0,0,61
142,1.012,0.784,76.53061224489795,59.28853754940712,0,0,0,61
143,0.996,0.844,71.09004739336493,60.24096385542169,0,0,0,59
144,1.008,0.808,74.25742574257426,59.523809523809526,0,0,0,61
145,1.0,0.788,76.14213197969544,60.0,0,0,0,62
146,0.984,0.792,75.75757575757575,60.97560975609756,0,0,0,63
147,1.004,0.82,73.17073170731707,59.7609561752988,0,0,0,60
148,1.008,0.844,71.09004739336493,59.523809523809526,0,0,0,60
149,1.012,0.792,75.75757575757575,59.28853754940712,0,0,0,58
150,0.984,0.816,73.52941176470588,60.97560975609756,0,1,0,58
151,0.984,0.784,76.53061224489795,60.97560975609756,0,1,0,59
152,1.0,0.8,75.0,60.0,0,0,0,59
153,0.988,0.756,79.36507936507937,60.72874493927126,0,0,0,61
